id,title,organization,category,description,education,min_year,max_year,branch,skills,location,mode,deadline,prize,stipend,fee,url,source,last_verified,status
206,AWS Cloud Practitioner Certification Scholarship - Season 11,Kaggle,Certifications,"Detailed description for AWS Cloud Practitioner Certification Scholarship - Season 11. Voucher scholarship providing 100% exam fee discount for students. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 12,2,3,Medicine/MBBS,"Kubernetes,AWS,Docker",Delhi,ONLINE,2026-10-14,N/A,N/A,0,https://aws.amazon.com,https://aws.amazon.com,2026-08-26,ACTIVE
207,NITI Aayog Internship Scheme - Season 11,DRDO,Internships,"Detailed description for NITI Aayog Internship Scheme - Season 11. Work on public policy research and analysis under central government experts. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Graduate,1,4,Science/B.Sc,"Data Analytics,Communication,Research Methodology",Chennai,ONLINE,2026-07-11,N/A,N/A,0,https://niti.gov.in,https://niti.gov.in,2026-08-26,EXPIRED
208,UNESCO Youth Volunteering Fellowship 2026,Udemy,Volunteering,"Detailed description for UNESCO Youth Volunteering Fellowship 2026. Volunteer for community educational and digital literacy workshops. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 12,1,4,Mechanical Engineering,"Communication,Leadership,Social Work",Remote,OFFLINE,2026-10-31,N/A,N/A,0,https://unesco.org,https://unesco.org,2026-08-27,ACTIVE
209,Study Abroad in Germany: DAAD Scholarship - Season 11,USIEF,Study Abroad,"Detailed description for Study Abroad in Germany: DAAD Scholarship - Season 11. Postgraduate full-degree funding for engineering and science graduates. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 12,2,4,Arts/Humanities,"Research Methodology,German Language",Delhi,HYBRID,2026-08-22,N/A,N/A,0,https://daad.de,https://daad.de,2026-08-28,EXPIRED
210,Startup India Seed Fund Challenge - Season 11,GitHub,Entrepreneurship,"Detailed description for Startup India Seed Fund Challenge - Season 11. Submit startup pitch to receive incubator grants and mentorship. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Postgraduate,1,3,Electrical Engineering,"Public Speaking,Business Strategy,Financial Accounting",Remote,HYBRID,2026-10-20,Up to Rs. 20 Lakhs funding,Up to Rs. 20 Lakhs funding,0,https://startupindia.gov.in,https://startupindia.gov.in,2026-08-29,ACTIVE
211,Adobe India Women in Tech Internship 2026,Kaggle,Internships,"Detailed description for Adobe India Women in Tech Internship 2026. Summer internship for female engineering students in product development. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Graduate,2,3,Mechanical Engineering,"Algorithms,Java,Data Structures",Pune,HYBRID,2026-12-27,"Stipend Rs. 1,00,000 / month","Stipend Rs. 1,00,000 / month",0,https://adobe.com,https://adobe.com,2026-08-25,ACTIVE
212,TCS CodeVita Coding Competition - Season 11,Ministry of Education,Competitions,"Detailed description for TCS CodeVita Coding Competition - Season 11. Global coding contest testing algorithmic problem-solving speed. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Graduate,2,4,Science/B.Sc,"Python,Java",Pune,OFFLINE,2026-10-28,"Prizes up to $20,000 + Job interview",N/A,0,https://tcscodevita.com,https://tcscodevita.com,2026-08-28,ACTIVE
213,UN Sustainable Development Goals Workshop - Season 11,Ministry of Education,Workshops,"Detailed description for UN Sustainable Development Goals Workshop - Season 11. Five-day interactive virtual seminar on local social impact strategies. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Graduate,1,4,Commerce/B.Com,Leadership,Bangalore,OFFLINE,2026-12-02,N/A,N/A,0,https://sdg.un.org,https://sdg.un.org,2026-08-27,ACTIVE
214,International Conference on AI & ML (ICML India) 2026,Smart India Hackathon,Conferences,"Detailed description for International Conference on AI & ML (ICML India) 2026. Global research conference featuring top papers in AI/ML advancements. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Undergraduate,1,5,Electronics & Communication,"Deep Learning,Research Methodology",Kolkata,OFFLINE,2026-08-22,N/A,N/A,"Rs. 2,000",https://icml.cc,https://icml.cc,2026-08-27,EXPIRED
215,DRDO Young Scientist Lab Project - Season 11,NITI Aayog,Research,"Detailed description for DRDO Young Scientist Lab Project - Season 11. Participate in defense robotics and computer vision project implementation. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Undergraduate,2,3,Biotechnology,"Machine Learning,Python",Delhi,OFFLINE,2026-11-14,"Monthly stipend Rs. 31,000","Monthly stipend Rs. 31,000",0,https://drdo.gov.in,https://drdo.gov.in,2026-08-25,ACTIVE
216,GitHub Campus Expert Program - Season 11,Buddy4Study,Ambassador Programs,"Detailed description for GitHub Campus Expert Program - Season 11. Learn public speaking and tech organization skills supported by GitHub. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Diploma,1,3,Civil Engineering,"Leadership,Communication",Chennai,OFFLINE,2026-09-25,N/A,N/A,0,https://education.github.com,https://education.github.com,2026-08-27,ACTIVE
217,G20 Youth Summit Innovation Challenge 2026,CERN,Innovation Challenges,"Detailed description for G20 Youth Summit Innovation Challenge 2026. Propose tech blueprints addressing renewable energy distribution. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Postgraduate,2,4,All Branches,Business Strategy,Chennai,HYBRID,2026-10-22,"Certificate + Cash prize Rs. 50,000","Certificate + Cash prize Rs. 50,000",0,https://g20.org,https://g20.org,2026-08-26,ACTIVE
218,Stanford University Knight-Hennessy Scholars - Season 11,Udemy,Study Abroad,"Detailed description for Stanford University Knight-Hennessy Scholars - Season 11. Full funding for graduate degrees at Stanford University in any field. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 10,1,4,Electronics & Communication,Leadership,Bangalore,ONLINE,2026-10-21,N/A,N/A,0,https://knight-hennessy.stanford.edu,https://knight-hennessy.stanford.edu,2026-08-29,ACTIVE
219,L&T Build India Scholarship - Season 11,GitHub,Scholarships,"Detailed description for L&T Build India Scholarship - Season 11. Sponsorship for M.Tech in Construction Technology at IIT Madras/Delhi. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 12,2,5,Mechanical Engineering,Physics,Remote,OFFLINE,2026-08-16,"Tuition sponsored + Stipend Rs. 15,000","Tuition sponsored + Stipend Rs. 15,000",0,https://lntecc.com,https://lntecc.com,2026-08-27,EXPIRED
220,National Talent Search Examination (NTSE) 2026,Infosys,Exams,"Detailed description for National Talent Search Examination (NTSE) 2026. National scholarship exam identifying academic talent in high school. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Undergraduate,1,3,Science/B.Sc,Mathematics,Delhi,HYBRID,2026-10-21,N/A,N/A,0,https://ncert.nic.in,https://ncert.nic.in,2026-08-25,ACTIVE
221,Smart India Hackathon - Season 12,AICTE,Hackathons,"Detailed description for Smart India Hackathon - Season 12. National level digital product building competition solving government problems. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Postgraduate,1,3,Medicine/MBBS,"Python,React,SQL",Mumbai,HYBRID,2026-08-28,"Rs. 1,00,000","Rs. 1,00,000",0,https://sih.gov.in,https://sih.gov.in,2026-08-28,EXPIRED
222,Google Summer of Code (GSoC) - Season 12,UNESCO,Internships,"Detailed description for Google Summer of Code (GSoC) - Season 12. Global program matching students with open source organizations. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 10,1,4,Arts/Humanities,"C++,JavaScript,Git",Mumbai,ONLINE,2026-10-05,N/A,Stipend ($1500 - $3000),0,https://summerofcode.withgoogle.com,https://summerofcode.withgoogle.com,2026-08-29,ACTIVE
223,ISRO Fellowship Program 2026,Infosys,Fellowships,"Detailed description for ISRO Fellowship Program 2026. Research fellowship for postgraduate students in aerospace, remote sensing, and computing. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Diploma,2,3,Medicine/MBBS,"Academic Writing,Python",Hyderabad,HYBRID,2026-10-22,"Rs. 35,000 / month","Rs. 35,000 / month",0,https://isro.gov.in,https://isro.gov.in,2026-08-29,ACTIVE
224,Kaggle ML Competition: Indian Housing - Season 12,Major League Hacking,Competitions,"Detailed description for Kaggle ML Competition: Indian Housing - Season 12. Solve machine learning regression challenges on public Indian dataset. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Postgraduate,1,3,Biotechnology,Python,Delhi,HYBRID,2026-08-01,"Prizes up to $10,000",N/A,0,https://kaggle.com,https://kaggle.com,2026-08-25,EXPIRED
225,Microsoft Learn Student Ambassador - Season 12,USIEF,Ambassador Programs,"Detailed description for Microsoft Learn Student Ambassador - Season 12. Host workshops and build technical communities in your local college. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Graduate,1,4,Computer Science,"Communication,Leadership,Public Speaking",Hyderabad,ONLINE,2026-11-08,N/A,N/A,0,https://mvp.microsoft.com,https://mvp.microsoft.com,2026-08-26,ACTIVE
226,AWS Cloud Practitioner Certification Scholarship 2026,GitHub,Certifications,"Detailed description for AWS Cloud Practitioner Certification Scholarship 2026. Voucher scholarship providing 100% exam fee discount for students. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Undergraduate,2,5,Electrical Engineering,AWS,Mumbai,ONLINE,2026-10-25,N/A,N/A,0,https://aws.amazon.com,https://aws.amazon.com,2026-08-29,ACTIVE
227,NITI Aayog Internship Scheme - Season 12,Google,Internships,"Detailed description for NITI Aayog Internship Scheme - Season 12. Work on public policy research and analysis under central government experts. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Postgraduate,1,4,Medicine/MBBS,"Data Analytics,Research Methodology,Communication",Kolkata,HYBRID,2026-07-29,N/A,N/A,0,https://niti.gov.in,https://niti.gov.in,2026-08-29,EXPIRED
228,UNESCO Youth Volunteering Fellowship - Season 12,Tata Trusts,Volunteering,"Detailed description for UNESCO Youth Volunteering Fellowship - Season 12. Volunteer for community educational and digital literacy workshops. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Undergraduate,1,3,Arts/Humanities,"Communication,Leadership,Social Work",Chennai,OFFLINE,2026-11-06,N/A,N/A,0,https://unesco.org,https://unesco.org,2026-08-26,ACTIVE
229,Study Abroad in Germany: DAAD Scholarship 2026,Major League Hacking,Study Abroad,"Detailed description for Study Abroad in Germany: DAAD Scholarship 2026. Postgraduate full-degree funding for engineering and science graduates. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Postgraduate,1,5,Science/B.Sc,"Research Methodology,German Language",Bangalore,OFFLINE,2026-08-16,N/A,N/A,0,https://daad.de,https://daad.de,2026-08-27,EXPIRED
230,Startup India Seed Fund Challenge - Season 12,Coursera,Entrepreneurship,"Detailed description for Startup India Seed Fund Challenge - Season 12. Submit startup pitch to receive incubator grants and mentorship. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Postgraduate,1,3,Civil Engineering,Business Strategy,Chennai,ONLINE,2026-10-23,Up to Rs. 20 Lakhs funding,Up to Rs. 20 Lakhs funding,0,https://startupindia.gov.in,https://startupindia.gov.in,2026-08-26,ACTIVE
231,Adobe India Women in Tech Internship - Season 12,Udemy,Internships,"Detailed description for Adobe India Women in Tech Internship - Season 12. Summer internship for female engineering students in product development. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Undergraduate,2,4,All Branches,"C++,Algorithms",Delhi,HYBRID,2026-09-21,"Stipend Rs. 1,00,000 / month","Stipend Rs. 1,00,000 / month",0,https://adobe.com,https://adobe.com,2026-08-27,ACTIVE
232,TCS CodeVita Coding Competition 2026,Tata Trusts,Competitions,"Detailed description for TCS CodeVita Coding Competition 2026. Global coding contest testing algorithmic problem-solving speed. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Graduate,1,5,Business/BBA,"Java,Data Structures",Kolkata,OFFLINE,2026-12-10,"Prizes up to $20,000 + Job interview",N/A,0,https://tcscodevita.com,https://tcscodevita.com,2026-08-26,ACTIVE
233,UN Sustainable Development Goals Workshop - Season 12,Tata Trusts,Workshops,"Detailed description for UN Sustainable Development Goals Workshop - Season 12. Five-day interactive virtual seminar on local social impact strategies. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 10,2,3,Commerce/B.Com,Communication,Remote,OFFLINE,2026-12-14,N/A,N/A,0,https://sdg.un.org,https://sdg.un.org,2026-08-26,ACTIVE
234,International Conference on AI & ML (ICML India) - Season 12,Startup India,Conferences,"Detailed description for International Conference on AI & ML (ICML India) - Season 12. Global research conference featuring top papers in AI/ML advancements. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Graduate,2,5,Commerce/B.Com,"Research Methodology,Deep Learning",Chennai,ONLINE,2026-12-24,N/A,N/A,"Rs. 2,000",https://icml.cc,https://icml.cc,2026-08-29,ACTIVE
235,DRDO Young Scientist Lab Project 2026,Ministry of Education,Research,"Detailed description for DRDO Young Scientist Lab Project 2026. Participate in defense robotics and computer vision project implementation. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Graduate,1,5,Civil Engineering,"Python,Computer Vision,Machine Learning",Mumbai,HYBRID,2026-09-05,"Monthly stipend Rs. 31,000","Monthly stipend Rs. 31,000",0,https://drdo.gov.in,https://drdo.gov.in,2026-08-25,CLOSING_SOON
236,GitHub Campus Expert Program - Season 12,HDFC Bank,Ambassador Programs,"Detailed description for GitHub Campus Expert Program - Season 12. Learn public speaking and tech organization skills supported by GitHub. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Diploma,2,3,Business/BBA,Communication,Mumbai,ONLINE,2026-08-17,N/A,N/A,0,https://education.github.com,https://education.github.com,2026-08-27,EXPIRED
237,G20 Youth Summit Innovation Challenge - Season 12,UNESCO,Innovation Challenges,"Detailed description for G20 Youth Summit Innovation Challenge - Season 12. Propose tech blueprints addressing renewable energy distribution. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Graduate,1,5,Arts/Humanities,"Business Strategy,Problem Solving",Bangalore,HYBRID,2026-10-28,"Certificate + Cash prize Rs. 50,000","Certificate + Cash prize Rs. 50,000",0,https://g20.org,https://g20.org,2026-08-29,ACTIVE
238,Stanford University Knight-Hennessy Scholars 2026,IEEE,Study Abroad,"Detailed description for Stanford University Knight-Hennessy Scholars 2026. Full funding for graduate degrees at Stanford University in any field. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 10,2,4,All Branches,"Academic Writing,Leadership,Research Methodology",Kolkata,OFFLINE,2026-08-19,N/A,N/A,0,https://knight-hennessy.stanford.edu,https://knight-hennessy.stanford.edu,2026-08-28,EXPIRED
239,L&T Build India Scholarship - Season 12,TCS,Scholarships,"Detailed description for L&T Build India Scholarship - Season 12. Sponsorship for M.Tech in Construction Technology at IIT Madras/Delhi. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Graduate,2,3,Electrical Engineering,Physics,Remote,HYBRID,2026-09-29,"Tuition sponsored + Stipend Rs. 15,000","Tuition sponsored + Stipend Rs. 15,000",0,https://lntecc.com,https://lntecc.com,2026-08-29,ACTIVE
240,National Talent Search Examination (NTSE) - Season 12,ISRO,Exams,"Detailed description for National Talent Search Examination (NTSE) - Season 12. National scholarship exam identifying academic talent in high school. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Undergraduate,2,5,Medicine/MBBS,"Mathematics,Problem Solving",Remote,ONLINE,2026-11-16,N/A,N/A,0,https://ncert.nic.in,https://ncert.nic.in,2026-08-25,ACTIVE
241,Smart India Hackathon 2026,Microsoft,Hackathons,"Detailed description for Smart India Hackathon 2026. National level digital product building competition solving government problems. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Diploma,1,5,Law/LLB,"React,SQL",Kolkata,OFFLINE,2026-09-07,"Rs. 1,00,000","Rs. 1,00,000",0,https://sih.gov.in,https://sih.gov.in,2026-08-27,CLOSING_SOON
242,Google Summer of Code (GSoC) - Season 13,USIEF,Internships,"Detailed description for Google Summer of Code (GSoC) - Season 13. Global program matching students with open source organizations. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Graduate,1,5,Electronics & Communication,"C++,Python",Pune,HYBRID,2026-09-11,N/A,Stipend ($1500 - $3000),0,https://summerofcode.withgoogle.com,https://summerofcode.withgoogle.com,2026-08-25,ACTIVE
243,ISRO Fellowship Program - Season 13,Udemy,Fellowships,"Detailed description for ISRO Fellowship Program - Season 13. Research fellowship for postgraduate students in aerospace, remote sensing, and computing. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 12,1,3,Mechanical Engineering,"Research Methodology,Academic Writing",Delhi,OFFLINE,2026-08-29,"Rs. 35,000 / month","Rs. 35,000 / month",0,https://isro.gov.in,https://isro.gov.in,2026-08-29,EXPIRED
244,Kaggle ML Competition: Indian Housing 2026,HDFC Bank,Competitions,"Detailed description for Kaggle ML Competition: Indian Housing 2026. Solve machine learning regression challenges on public Indian dataset. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Graduate,2,4,Electrical Engineering,Python,Bangalore,ONLINE,2026-08-10,"Prizes up to $10,000",N/A,0,https://kaggle.com,https://kaggle.com,2026-08-26,EXPIRED
245,Microsoft Learn Student Ambassador - Season 13,AICTE,Ambassador Programs,"Detailed description for Microsoft Learn Student Ambassador - Season 13. Host workshops and build technical communities in your local college. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 12,1,5,Electronics & Communication,"Public Speaking,Communication",Hyderabad,ONLINE,2026-09-18,N/A,N/A,0,https://mvp.microsoft.com,https://mvp.microsoft.com,2026-08-25,ACTIVE
246,AWS Cloud Practitioner Certification Scholarship - Season 13,IEEE,Certifications,"Detailed description for AWS Cloud Practitioner Certification Scholarship - Season 13. Voucher scholarship providing 100% exam fee discount for students. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Graduate,1,5,Mechanical Engineering,Kubernetes,Pune,ONLINE,2026-11-12,N/A,N/A,0,https://aws.amazon.com,https://aws.amazon.com,2026-08-25,ACTIVE
247,NITI Aayog Internship Scheme 2026,British Council,Internships,"Detailed description for NITI Aayog Internship Scheme 2026. Work on public policy research and analysis under central government experts. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Undergraduate,1,3,Computer Science,"Research Methodology,Communication",Pune,OFFLINE,2026-12-07,N/A,N/A,0,https://niti.gov.in,https://niti.gov.in,2026-08-25,ACTIVE
248,UNESCO Youth Volunteering Fellowship - Season 13,Coursera,Volunteering,"Detailed description for UNESCO Youth Volunteering Fellowship - Season 13. Volunteer for community educational and digital literacy workshops. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 10,2,5,Electronics & Communication,"Communication,Leadership",Mumbai,HYBRID,2026-07-14,N/A,N/A,0,https://unesco.org,https://unesco.org,2026-08-25,EXPIRED
249,Study Abroad in Germany: DAAD Scholarship - Season 13,DRDO,Study Abroad,"Detailed description for Study Abroad in Germany: DAAD Scholarship - Season 13. Postgraduate full-degree funding for engineering and science graduates. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 10,2,5,Business/BBA,German Language,Pune,OFFLINE,2026-09-05,N/A,N/A,0,https://daad.de,https://daad.de,2026-08-26,CLOSING_SOON
250,Startup India Seed Fund Challenge 2026,Major League Hacking,Entrepreneurship,"Detailed description for Startup India Seed Fund Challenge 2026. Submit startup pitch to receive incubator grants and mentorship. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Undergraduate,2,3,Commerce/B.Com,Public Speaking,Bangalore,ONLINE,2026-11-24,Up to Rs. 20 Lakhs funding,Up to Rs. 20 Lakhs funding,0,https://startupindia.gov.in,https://startupindia.gov.in,2026-08-25,ACTIVE
251,Adobe India Women in Tech Internship - Season 13,Major League Hacking,Internships,"Detailed description for Adobe India Women in Tech Internship - Season 13. Summer internship for female engineering students in product development. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 12,1,3,Computer Science,Data Structures,Pune,HYBRID,2026-12-06,"Stipend Rs. 1,00,000 / month","Stipend Rs. 1,00,000 / month",0,https://adobe.com,https://adobe.com,2026-08-27,ACTIVE
252,TCS CodeVita Coding Competition - Season 13,GitHub,Competitions,"Detailed description for TCS CodeVita Coding Competition - Season 13. Global coding contest testing algorithmic problem-solving speed. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 10,2,4,Biotechnology,"Java,Algorithms",Remote,OFFLINE,2026-08-26,"Prizes up to $20,000 + Job interview",N/A,0,https://tcscodevita.com,https://tcscodevita.com,2026-08-26,EXPIRED
253,UN Sustainable Development Goals Workshop 2026,Amazon,Workshops,"Detailed description for UN Sustainable Development Goals Workshop 2026. Five-day interactive virtual seminar on local social impact strategies. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Graduate,1,3,Biotechnology,"Leadership,Teamwork,Communication",Delhi,OFFLINE,2026-12-06,N/A,N/A,0,https://sdg.un.org,https://sdg.un.org,2026-08-25,ACTIVE
254,International Conference on AI & ML (ICML India) - Season 13,IEEE,Conferences,"Detailed description for International Conference on AI & ML (ICML India) - Season 13. Global research conference featuring top papers in AI/ML advancements. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 10,2,3,Biotechnology,"Deep Learning,Machine Learning,Research Methodology",Bangalore,HYBRID,2026-07-20,N/A,N/A,"Rs. 2,000",https://icml.cc,https://icml.cc,2026-08-25,EXPIRED
255,DRDO Young Scientist Lab Project - Season 13,Reliance Foundation,Research,"Detailed description for DRDO Young Scientist Lab Project - Season 13. Participate in defense robotics and computer vision project implementation. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Graduate,1,3,All Branches,"Python,Machine Learning",Hyderabad,HYBRID,2026-12-10,"Monthly stipend Rs. 31,000","Monthly stipend Rs. 31,000",0,https://drdo.gov.in,https://drdo.gov.in,2026-08-27,UPCOMING
256,GitHub Campus Expert Program 2026,GitHub,Ambassador Programs,"Detailed description for GitHub Campus Expert Program 2026. Learn public speaking and tech organization skills supported by GitHub. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Diploma,1,3,Law/LLB,Communication,Pune,HYBRID,2026-07-27,N/A,N/A,0,https://education.github.com,https://education.github.com,2026-08-28,EXPIRED
257,G20 Youth Summit Innovation Challenge - Season 13,AICTE,Innovation Challenges,"Detailed description for G20 Youth Summit Innovation Challenge - Season 13. Propose tech blueprints addressing renewable energy distribution. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Graduate,1,4,Medicine/MBBS,Business Strategy,Mumbai,HYBRID,2026-08-19,"Certificate + Cash prize Rs. 50,000","Certificate + Cash prize Rs. 50,000",0,https://g20.org,https://g20.org,2026-08-29,EXPIRED
258,Stanford University Knight-Hennessy Scholars - Season 13,USIEF,Study Abroad,"Detailed description for Stanford University Knight-Hennessy Scholars - Season 13. Full funding for graduate degrees at Stanford University in any field. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Graduate,1,3,Mechanical Engineering,Academic Writing,Remote,ONLINE,2026-10-03,N/A,N/A,0,https://knight-hennessy.stanford.edu,https://knight-hennessy.stanford.edu,2026-08-28,ACTIVE
259,L&T Build India Scholarship 2026,ISRO,Scholarships,"Detailed description for L&T Build India Scholarship 2026. Sponsorship for M.Tech in Construction Technology at IIT Madras/Delhi. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Diploma,2,3,Electronics & Communication,"CAD,Civil Engineering,Physics",Hyderabad,ONLINE,2026-07-24,"Tuition sponsored + Stipend Rs. 15,000","Tuition sponsored + Stipend Rs. 15,000",0,https://lntecc.com,https://lntecc.com,2026-08-27,EXPIRED
260,National Talent Search Examination (NTSE) - Season 13,Infosys,Exams,"Detailed description for National Talent Search Examination (NTSE) - Season 13. National scholarship exam identifying academic talent in high school. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Graduate,1,3,Mechanical Engineering,"Problem Solving,Mathematics",Bangalore,HYBRID,2026-12-11,N/A,N/A,0,https://ncert.nic.in,https://ncert.nic.in,2026-08-28,UPCOMING
261,Smart India Hackathon - Season 14,NITI Aayog,Hackathons,"Detailed description for Smart India Hackathon - Season 14. National level digital product building competition solving government problems. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Diploma,1,4,Biotechnology,"SQL,Python",Bangalore,HYBRID,2026-09-11,"Rs. 1,00,000","Rs. 1,00,000",0,https://sih.gov.in,https://sih.gov.in,2026-08-26,ACTIVE
262,Google Summer of Code (GSoC) 2026,AICTE,Internships,"Detailed description for Google Summer of Code (GSoC) 2026. Global program matching students with open source organizations. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 10,1,3,Commerce/B.Com,"Python,JavaScript,Git",Chennai,OFFLINE,2026-10-10,N/A,Stipend ($1500 - $3000),0,https://summerofcode.withgoogle.com,https://summerofcode.withgoogle.com,2026-08-25,ACTIVE
263,ISRO Fellowship Program - Season 14,ACM,Fellowships,"Detailed description for ISRO Fellowship Program - Season 14. Research fellowship for postgraduate students in aerospace, remote sensing, and computing. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Undergraduate,2,4,Medicine/MBBS,"Python,Research Methodology",Kolkata,HYBRID,2026-08-07,"Rs. 35,000 / month","Rs. 35,000 / month",0,https://isro.gov.in,https://isro.gov.in,2026-08-29,EXPIRED
264,Kaggle ML Competition: Indian Housing - Season 14,UNESCO,Competitions,"Detailed description for Kaggle ML Competition: Indian Housing - Season 14. Solve machine learning regression challenges on public Indian dataset. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Undergraduate,1,4,All Branches,"Python,Machine Learning",Hyderabad,HYBRID,2026-10-24,"Prizes up to $10,000",N/A,0,https://kaggle.com,https://kaggle.com,2026-08-28,ACTIVE
265,Microsoft Learn Student Ambassador 2026,HDFC Bank,Ambassador Programs,"Detailed description for Microsoft Learn Student Ambassador 2026. Host workshops and build technical communities in your local college. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Undergraduate,2,5,Mechanical Engineering,"Communication,Public Speaking",Pune,HYBRID,2026-09-14,N/A,N/A,0,https://mvp.microsoft.com,https://mvp.microsoft.com,2026-08-28,ACTIVE
266,AWS Cloud Practitioner Certification Scholarship - Season 14,HDFC Bank,Certifications,"Detailed description for AWS Cloud Practitioner Certification Scholarship - Season 14. Voucher scholarship providing 100% exam fee discount for students. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Undergraduate,2,5,Commerce/B.Com,Kubernetes,Mumbai,OFFLINE,2026-12-23,N/A,N/A,0,https://aws.amazon.com,https://aws.amazon.com,2026-08-26,ACTIVE
267,NITI Aayog Internship Scheme - Season 14,Reliance Foundation,Internships,"Detailed description for NITI Aayog Internship Scheme - Season 14. Work on public policy research and analysis under central government experts. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Diploma,1,4,Business/BBA,Communication,Mumbai,HYBRID,2026-10-06,N/A,N/A,0,https://niti.gov.in,https://niti.gov.in,2026-08-28,ACTIVE
